2026-03-20 18:48:20.040 INFO  [background-preinit] [orchestration] traceId= requestId= o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.0.1.Final
2026-03-20 18:48:20.043 INFO  [restartedMain] [orchestration] traceId= requestId= c.s.l.o.OrchestrationApplication - Starting OrchestrationApplication using Java 25.0.2 with PID 584314 (/home/pc/Projetos/Teste Spassu/orchestration/target/classes started by pc in /home/pc/Projetos/Teste Spassu/orchestration)
2026-03-20 18:48:20.045 INFO  [restartedMain] [orchestration] traceId= requestId= c.s.l.o.OrchestrationApplication - The following 1 profile is active: "local"
2026-03-20 18:48:20.142 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.v.c.e.LeaseAwareVaultPropertySource - Vault location [secret/spassu/orchestration/local] not resolvable: Not found
2026-03-20 18:48:20.142 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.v.c.e.LeaseAwareVaultPropertySource - Vault location [secret/application/local] not resolvable: Not found
2026-03-20 18:48:20.148 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-03-20 18:48:20.148 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-03-20 18:48:22.554 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.cloud.context.scope.GenericScope - BeanFactory id=bf52aae9-5ef9-3fbd-a1eb-42448acc4f8a
2026-03-20 18:48:23.337 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.boot.tomcat.TomcatWebServer - Tomcat initialized with port 8082 (http)
2026-03-20 18:48:23.357 INFO  [restartedMain] [orchestration] traceId= requestId= o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8082"]
2026-03-20 18:48:23.359 INFO  [restartedMain] [orchestration] traceId= requestId= o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-03-20 18:48:23.359 INFO  [restartedMain] [orchestration] traceId= requestId= o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.18]
2026-03-20 18:48:23.432 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.b.w.c.s.WebApplicationContextInitializer - Root WebApplicationContext: initialization completed in 3283 ms
2026-03-20 18:48:25.825 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.b.a.e.web.EndpointLinksResolver - Exposing 4 endpoints beneath base path '/actuator'
2026-03-20 18:48:25.897 INFO  [restartedMain] [orchestration] traceId= requestId= o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8082"]
2026-03-20 18:48:25.912 INFO  [restartedMain] [orchestration] traceId= requestId= o.s.boot.tomcat.TomcatWebServer - Tomcat started on port 8082 (http) with context path '/'
2026-03-20 18:48:25.947 INFO  [restartedMain] [orchestration] traceId= requestId= c.s.l.o.OrchestrationApplication - Started OrchestrationApplication in 10.636 seconds (process running for 13.357)
2026-03-20 18:48:26.394 WARN  [restartedMain] [orchestration] traceId= requestId= o.s.c.events.SpringDocAppInitializer - SpringDoc /v3/api-docs endpoint is enabled by default. To disable it in production, set the property 'springdoc.api-docs.enabled=false'
2026-03-20 18:48:28.650 INFO  [http-nio-8082-exec-1] [orchestration] traceId= requestId= o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-20 18:48:28.650 INFO  [http-nio-8082-exec-1] [orchestration] traceId= requestId= o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-03-20 18:48:28.653 INFO  [http-nio-8082-exec-1] [orchestration] traceId= requestId= o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2026-03-20 18:48:28.726 INFO  [http-nio-8082-exec-1] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:48:33.564 INFO  [http-nio-8082-exec-3] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:48:38.550 INFO  [http-nio-8082-exec-2] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:48:43.611 INFO  [http-nio-8082-exec-4] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:49:03.799 INFO  [http-nio-8082-exec-6] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:49:08.573 INFO  [http-nio-8082-exec-7] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:08.950 INFO  [http-nio-8082-exec-9] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:13.566 INFO  [http-nio-8082-exec-10] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:19.384 INFO  [http-nio-8082-exec-1] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:21.429 INFO  [http-nio-8082-exec-3] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:24.356 INFO  [http-nio-8082-exec-2] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:29.410 INFO  [http-nio-8082-exec-4] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:32.483 DEBUG [http-nio-8082-exec-5] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Calling microservice RPC to list autores
2026-03-20 18:50:32.483 DEBUG [http-nio-8082-exec-6] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Calling microservice RPC to list assuntos
2026-03-20 18:50:32.491 DEBUG [http-nio-8082-exec-7] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Calling microservice RPC to list livros. page=0, size=20
2026-03-20 18:50:32.625 INFO  [boundedElastic-1] [orchestration] traceId= requestId= o.s.a.r.c.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2026-03-20 18:50:32.728 INFO  [boundedElastic-1] [orchestration] traceId= requestId= o.s.a.r.c.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#27f85c0e:0/SimpleConnection@25fd103b [delegate=amqp://spassu@127.0.0.1:5672/, localPort=49142]
2026-03-20 18:50:32.803 INFO  [boundedElastic-1] [orchestration] traceId= requestId= o.s.a.r.l.DirectReplyToMessageListenerContainer - Container initialized for queues: [amq.rabbitmq.reply-to]
2026-03-20 18:50:32.819 INFO  [boundedElastic-1] [orchestration] traceId= requestId= o.s.a.r.l.DirectReplyToMessageListenerContainer - SimpleConsumer [queue=amq.rabbitmq.reply-to, index=0, consumerTag=amq.ctag-i-vKi8MnsmRIum6t9tgeVQ identity=58f9df3e] started
2026-03-20 18:50:32.824 INFO  [boundedElastic-2] [orchestration] traceId= requestId= o.s.a.r.l.DirectReplyToMessageListenerContainer - SimpleConsumer [queue=amq.rabbitmq.reply-to, index=1, consumerTag=amq.ctag-ziJpTcmbP-NSYD7v93TgGQ identity=6b8c0075] started
2026-03-20 18:50:32.828 INFO  [boundedElastic-3] [orchestration] traceId= requestId= o.s.a.r.l.DirectReplyToMessageListenerContainer - SimpleConsumer [queue=amq.rabbitmq.reply-to, index=2, consumerTag=amq.ctag-IDQbkJyg6Y9XVoa84DYqUg identity=1d8a3370] started
2026-03-20 18:50:33.227 DEBUG [boundedElastic-1] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Assuntos listing via RPC completed. size=2
2026-03-20 18:50:33.227 DEBUG [boundedElastic-2] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Autores listing via RPC completed. size=1
2026-03-20 18:50:33.231 DEBUG [boundedElastic-3] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Livros listing via RPC completed. size=3
2026-03-20 18:50:34.444 DEBUG [http-nio-8082-exec-1] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Calling microservice RPC to list autores
2026-03-20 18:50:34.465 DEBUG [boundedElastic-3] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Autores listing via RPC completed. size=1
2026-03-20 18:50:35.267 DEBUG [http-nio-8082-exec-2] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Calling microservice RPC to list assuntos
2026-03-20 18:50:35.286 DEBUG [boundedElastic-3] [orchestration] traceId= requestId= c.s.l.o.client.MicroserviceClient - Assuntos listing via RPC completed. size=2
2026-03-20 18:50:36.301 INFO  [http-nio-8082-exec-7] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:41.290 INFO  [http-nio-8082-exec-5] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
2026-03-20 18:50:46.292 INFO  [http-nio-8082-exec-6] [orchestration] traceId= requestId= c.s.l.o.web.LogsController - Listing internal orchestration logs. limit=150, level=INFO, search=
